,PlayerW,PlayerB,EloW,EloB,ECO,Result,Year
2299,Carlsen,Karjakin,2801,2723,D15,1-0,2009
2300,Carlsen,Gelfand,2801,2758,A33,½-½,2009
2301,Carlsen,Polgar,2801,2680,B40,½-½,2009
2302,Carlsen,Jakovenko,2801,2736,C45,0-1,2009
2303,Carlsen,Tkachiev,2801,2642,C45,1-0,2009
2304,Carlsen,Grischuk,2801,2736,E32,1-0,2009
2305,Anand,Carlsen,2788,2801,D31,0-1,2009
2306,Aronian,Carlsen,2786,2801,D80,0-1,2009
2307,Karpov,Carlsen,2619,2801,D72,0-1,2009
2308,Dominguez Perez,Carlsen,2719,2801,B90,½-½,2009
2309,Ponomariov,Carlsen,2739,2801,E06,1-0,2009
2310,Leko,Carlsen,2752,2801,B90,½-½,2009
2311,Carlsen,Gashimov,2801,2758,E15,1-0,2009
2312,Carlsen,Aronian,2801,2786,D13,0-1,2009
2313,Carlsen,Anand,2801,2788,D37,1-0,2009
2314,Carlsen,Leko,2801,2752,B12,1-0,2009
2315,Carlsen,Ivanchuk,2801,2739,D07,0-1,2009
2316,Carlsen,Bareev,2801,2634,B12,1-0,2009
2317,Carlsen,Svidler,2801,2754,B40,1-0,2009
2318,Naiditsch,Carlsen,2689,2801,C68,0-1,2009
2319,Kramnik,Carlsen,2772,2801,A30,0-1,2009
2320,Kosteniuk,Carlsen,2517,2801,B67,0-1,2009
2321,Jakovenko,Carlsen,2736,2801,D22,0-1,2009
2322,Polgar,Carlsen,2680,2801,B53,0-1,2009
2323,Gelfand,Carlsen,2758,2801,A48,0-1,2009
2324,Morozevich,Carlsen,2750,2801,D20,1-0,2009
2325,Carlsen,Morozevich,2801,2750,E27,1-0,2009
2326,Carlsen,Kramnik,2801,2772,B01,1-0,2009
2327,Carlsen,Kosteniuk,2801,2517,C43,0-1,2009
2328,Carlsen,Karpov,2801,2619,E20,0-1,2009
2329,Carlsen,Dominguez Perez,2801,2719,D27,½-½,2009
2330,Carlsen,Mamedyarov,2801,2719,D85,1-0,2009
2331,Ivanchuk,Carlsen,2739,2801,A46,0-1,2009
2332,Gashimov,Carlsen,2758,2801,B35,1-0,2009
2333,Tkachiev,Carlsen,2642,2801,D20,0-1,2009
2334,Karjakin,Carlsen,2723,2801,B06,0-1,2009
2335,Grischuk,Carlsen,2736,2801,B30,0-1,2009
2336,Svidler,Carlsen,2754,2801,A30,½-½,2009
2337,Bareev,Carlsen,2634,2801,D11,0-1,2009
2338,Carlsen,Ponomariov,2801,2739,C45,1-0,2009
2339,Leko,Carlsen,2752,2801,B90,0-1,2009
2340,Carlsen,Ponomariov,2801,2739,B90,1-0,2009
2341,Svidler,Carlsen,2754,2801,B30,½-½,2009
2342,Carlsen,Anand,2801,2788,D39,½-½,2009
2343,Ivanchuk,Carlsen,2739,2801,A48,½-½,2009
2344,Carlsen,Aronian,2801,2786,D47,½-½,2009
2345,Gelfand,Carlsen,2758,2801,D80,½-½,2009
2346,Carlsen,Morozevich,2801,2750,E25,½-½,2009
2347,Carlsen,Kramnik,2801,2772,E32,½-½,2009
2348,Wang,Carlsen,2736,2772,D83,½-½,2009
2349,Carlsen,Topalov,2772,2813,E90,1-0,2009
2350,Carlsen,Leko,2772,2762,C45,1-0,2009
2351,Carlsen,Jakovenko,2772,2742,D31,1-0,2009
2352,Radjabov,Carlsen,2757,2772,D86,½-½,2009
2353,Carlsen,Wang,2772,2736,D17,1-0,2009
2354,Topalov,Carlsen,2813,2772,B33,½-½,2009
2355,Leko,Carlsen,2762,2772,D72,½-½,2009
2356,Carlsen,Radjabov,2772,2757,B30,1-0,2009
2357,Jakovenko,Carlsen,2742,2772,B92,0-1,2009
2358,Carlsen,Bacrot,2772,2721,E32,½-½,2009
2359,Naiditsch,Carlsen,2697,2772,B33,½-½,2009
2360,Kramnik,Carlsen,2759,2772,D37,1-0,2009
2361,Carlsen,Leko,2772,2756,C88,½-½,2009
2362,Jakovenko,Carlsen,2760,2772,B33,½-½,2009
2363,Carlsen,Naiditsch,2772,2697,C67,1-0,2009
2364,Bacrot,Carlsen,2721,2772,D44,½-½,2009
2365,Carlsen,Kramnik,2772,2759,E32,½-½,2009
2366,Leko,Carlsen,2756,2772,A32,½-½,2009
2367,Carlsen,Jakovenko,2772,2760,C67,1-0,2009
2368,Carlsen,Ivanchuk,2770,2746,D52,½-½,2009
2369,Carlsen,Ivanchuk,2770,2746,A70,1-0,2009
2370,Ivanchuk,Carlsen,2746,2770,B33,½-½,2009
2371,Ivanchuk,Carlsen,2746,2770,B76,½-½,2009
2372,Carlsen,Ivanchuk,2770,2746,D31,1-0,2009
2373,Carlsen,Ivanchuk,2770,2746,D35,½-½,2009
2374,Ivanchuk,Carlsen,2746,2770,B76,1-0,2009
2375,Carlsen,Wang,2770,2738,D17,½-½,2009
2376,Wang,Carlsen,2738,2770,E06,½-½,2009
2377,Carlsen,Wang,2770,2738,E55,1-0,2009
2378,Carlsen,Wang,2770,2738,A30,½-½,2009
2379,Wang,Carlsen,2738,2770,D82,1-0,2009
2380,Wang,Carlsen,2738,2770,E06,0-1,2009
2381,Shirov,Carlsen,2745,2770,B33,1-0,2009
2382,Carlsen,Wang,2770,2738,D15,1-0,2009
2383,Ivanchuk,Carlsen,2746,2770,B35,½-½,2009
2384,Carlsen,Dominguez Perez,2770,2717,D97,1-0,2009
2385,Topalov,Carlsen,2812,2770,D56,½-½,2009
2386,Wang,Carlsen,2738,2770,D82,½-½,2009
2387,Carlsen,Shirov,2770,2745,D44,½-½,2009
2388,Carlsen,Ivanchuk,2770,2746,D11,½-½,2009
2389,Dominguez Perez,Carlsen,2717,2770,B90,½-½,2009
2390,Carlsen,Topalov,2770,2812,D43,1-0,2009
2391,Radjabov,Carlsen,2761,2776,C53,1-0,2009
2392,Carlsen,Radjabov,2776,2761,B30,1-0,2009
2393,Kramnik,Carlsen,2759,2776,D82,½-½,2009
2394,Carlsen,Kramnik,2776,2759,E32,0-1,2009
2395,Carlsen,Karjakin,2776,2706,D43,1-0,2009
2396,Karjakin,Carlsen,2706,2776,B30,½-½,2009
2397,Carlsen,Topalov,2776,2796,A33,1-0,2009
2398,Topalov,Carlsen,2796,2776,D37,½-½,2009
2399,Carlsen,Wang,2776,2739,D16,1-0,2009
2400,Wang,Carlsen,2739,2776,D44,0-1,2009
2401,Carlsen,Morozevich,2776,2771,D97,1-0,2009
2402,Morozevich,Carlsen,2771,2776,D37,½-½,2009
2403,Carlsen,Aronian,2776,2750,C88,0-1,2009
2404,Aronian,Carlsen,2750,2776,E20,½-½,2009
2405,Leko,Carlsen,2751,2776,E60,½-½,2009
2406,Carlsen,Leko,2776,2751,B12,½-½,2009
2407,Carlsen,Anand,2776,2791,B12,½-½,2009
2408,Anand,Carlsen,2791,2776,B30,0-1,2009
2409,Carlsen,Ivanchuk,2776,2779,E33,½-½,2009
2410,Ivanchuk,Carlsen,2779,2776,D37,½-½,2009
2411,Kamsky,Carlsen,2725,2776,B73,1-0,2009
2412,Carlsen,Kamsky,2776,2725,D15,1-0,2009
2413,Carlsen,Aronian,2776,2750,D45,0-1,2009
2414,Radjabov,Carlsen,2761,2776,C53,½-½,2009
2415,Carlsen,Anand,2776,2791,D45,1-0,2009
2416,Grischuk,Carlsen,2733,2776,B33,½-½,2009
2417,Carlsen,Ivanchuk,2776,2779,D81,½-½,2009
2418,Wang,Carlsen,2739,2776,D37,½-½,2009
2419,Carlsen,Dominguez Perez,2776,2717,A33,½-½,2009
2420,Aronian,Carlsen,2750,2776,E06,½-½,2009
2421,Anand,Carlsen,2791,2776,E60,½-½,2009
2422,Carlsen,Radjabov,2776,2761,B30,½-½,2009
2423,Carlsen,Grischuk,2776,2733,B84,1-0,2009
2424,Ivanchuk,Carlsen,2779,2776,D56,½-½,2009
2425,Carlsen,Wang,2776,2739,D10,0-1,2009
2426,Dominguez Perez,Carlsen,2717,2776,B78,0-1,2009
2427,Carlsen,Smeets,2776,2601,B10,1-0,2009
2428,Morozevich,Carlsen,2771,2776,E37,½-½,2009
2429,Carlsen,Dominguez Perez,2776,2717,D81,1-0,2009
2430,Adams,Carlsen,2712,2776,B70,½-½,2009
2431,Carlsen,Kamsky,2776,2725,D15,½-½,2009
2432,Van Wely,Carlsen,2625,2776,A17,½-½,2009
2433,Carlsen,Karjakin,2776,2706,D11,½-½,2009
2434,Ivanchuk,Carlsen,2779,2776,C92,½-½,2009
2435,Carlsen,Aronian,2776,2750,D45,½-½,2009
2436,Carlsen,Movsesian,2776,2751,D11,½-½,2009
2437,Stellwagen,Carlsen,2612,2776,C67,½-½,2009
2438,Carlsen,Radjabov,2776,2761,B40,½-½,2009
2439,Svidler,Carlsen,2723,2776,C65,½-½,2009
2440,Carlsen,Svidler,2776,2723,C84,0-1,2009
2441,Carlsen,Svidler,2776,2723,C88,1-0,2009
2442,Carlsen,Svidler,2776,2723,C76,1-0,2009
2443,Nakamura,Carlsen,2699,2776,D14,½-½,2009
2444,Nakamura,Carlsen,2699,2776,D15,0-1,2009
2445,Lie,Carlsen,2539,2776,A11,0-1,2009
2446,Carlsen,Nakamura,2776,2699,E92,0-1,2009
2447,Carlsen,Lie,2776,2539,B38,1-0,2009
2448,Svidler,Carlsen,2723,2776,A30,½-½,2009
2449,Wang,Carlsen,2739,2776,D45,1-0,2009
2450,Ivanchuk,Carlsen,2751,2733,,½-½,2008
2451,Mamedyarov,Carlsen,2760,2733,,0-1,2008
2452,Leko,Carlsen,2753,2733,,½-½,2008
2453,Topalov,Carlsen,2780,2733,,½-½,2008
2454,Gelfand,Carlsen,2737,2733,,½-½,2008
2455,Carlsen,Van Wely,2733,268,,1-0,2008
2456,Carlsen,Kramnik,2733,2799,,½-½,2008
2457,Carlsen,Morozevich,2733,2765,,½-½,2008
2458,Carlsen,Anand,2733,2799,,1-0,2008
2459,Adly,Carlsen,2586,2786,E52,0-1,2008
2460,Rowson,Carlsen,2596,2786,D11,0-1,2008
2461,Carlsen,Beliavsky,2786,2619,C84,½-½,2008
2462,Carlsen,Navara,2786,2633,C84,1-0,2008
2463,Rahman,Carlsen,2510,2786,A45,½-½,2008
2464,Nyback,Carlsen,2634,2786,D37,1-0,2008
2465,Carlsen,Mamedyarov,2786,2731,A28,½-½,2008
2466,Carlsen,Adams,2786,2734,E17,1-0,2008
2467,Wang,Carlsen,2736,2786,E35,½-½,2008
2468,Meier,Carlsen,2558,2786,D52,½-½,2008
2469,Carlsen,Ragger,2786,2518,C95,1-0,2008
2470,Ivanchuk,Carlsen,2786,2786,A30,1-0,2008
2471,Ivanchuk,Carlsen,2786,2786,A14,½-½,2008
2472,Carlsen,Ivanchuk,2786,2786,E24,½-½,2008
2473,Carlsen,Ivanchuk,2786,2786,D37,½-½,2008
2474,Carlsen,Bu,2786,2714,D19,1-0,2008
2475,Bu,Carlsen,2714,2786,A39,½-½,2008
2476,Carlsen,Radjabov,2786,2751,C41,1-0,2008
2477,Karpov,Carlsen,2651,2786,E37,½-½,2008
2478,Feller,Carlsen,2526,2786,E13,½-½,2008
2479,Carlsen,Skripchenko,2786,2455,A32,1-0,2008
2480,Carlsen,Koneru,2786,2618,D38,1-0,2008
2481,Carlsen,Hou,2786,2578,A17,1-0,2008
2482,Nakamura,Carlsen,2704,2786,A30,½-½,2008
2483,Huzman,Carlsen,2590,2786,E15,0-1,2008
2484,Ivanchuk,Carlsen,2786,2786,D94,1-0,2008
2485,Carlsen,Svidler,2786,2727,A16,½-½,2008
2486,Radjabov,Carlsen,2751,2786,C67,½-½,2008
2487,Carlsen,Movsesian,2786,2732,D27,0-1,2008
2488,Carlsen,Mastrovasilis,2786,2572,D45,1-0,2008
2489,Carlsen,Socko,2786,2631,E97,0-1,2008
2490,Maiwald,Carlsen,2508,2786,A40,0-1,2008
2491,Carlsen,Radjabov,2733,2735,A48,½-½,2008
2492,Kramnik,Carlsen,2799,2733,A30,0-1,2008
2493,Carlsen,Anand,2733,2799,B84,0-1,2008
2494,Van Wely,Carlsen,2681,2733,A58,0-1,2008
2495,Leko,Carlsen,2753,2733,C95,1-0,2008
2496,Carlsen,Gelfand,2733,2737,D45,½-½,2008
2497,Topalov,Carlsen,2780,2733,C88,½-½,2008
2498,Carlsen,Polgar,2733,2707,E37,1-0,2008
2499,Ivanchuk,Carlsen,2751,2733,C69,½-½,2008
2500,Carlsen,Aronian,2733,2739,C84,½-½,2008
2501,Adams,Carlsen,2726,2733,C83,½-½,2008
2502,Carlsen,Eljanov,2733,2692,D91,1-0,2008
2503,Mamedyarov,Carlsen,2760,2733,B50,0-1,2008
2504,Carlsen,Anand,2714,2801,D45,0-1,2007
2505,Carlsen,Kramnik,2714,2785,D58,½-½,2007
2506,Carlsen,Ivanchuk,2714,2787,E39,½-½,2007
2507,Carlsen,Adams,2714,2729,C84,1-0,2007
2508,Carlsen,Dreev,2714,2607,B13,½-½,2007
2509,Carlsen,Shirov,2714,2739,C78,1-0,2007
2510,Carlsen,Karpov,2714,2670,C42,1-0,2007
2511,Kamsky,Carlsen,2714,2714,D02,0-1,2007
2512,Morozevich,Carlsen,2755,2714,B33,1-0,2007
2513,Korotylev,Carlsen,2600,2714,E12,1-0,2007
2514,Leko,Carlsen,2755,2714,C81,½-½,2007
2515,Grischuk,Carlsen,2715,2714,B04,½-½,2007
2516,Carlsen,Savchenko,2714,2583,B72,1-0,2007
2517,Carlsen,Gelfand,2714,2736,A07,½-½,2007
2518,Mamedyarov,Carlsen,2752,2714,A57,0-1,2007
2519,Ponomariov,Carlsen,2705,2714,E15,1-0,2007
2520,Carlsen,Bacrot,2714,2695,C41,1-0,2007
2521,Kasimdzhanov,Carlsen,2690,2714,B33,0-1,2007
2522,Rublevsky,Carlsen,2676,2714,B04,1-0,2007
2523,Carlsen,Kasimdzhanov,2714,2690,E63,½-½,2007
2524,Carlsen,Rublevsky,2714,2676,A53,0-1,2007
2525,Carlsen,Mamedyarov,2714,2752,B08,½-½,2007
2526,Carlsen,Ponomariov,2714,2705,D10,1-0,2007
2527,Bacrot,Carlsen,2695,2714,E15,0-1,2007
2528,Gelfand,Carlsen,2736,2714,E48,½-½,2007
2529,Karpov,Carlsen,2670,2714,E15,0-1,2007
2530,Ivanchuk,Carlsen,2787,2714,B03,1-0,2007
2531,Adams,Carlsen,2729,2714,B04,½-½,2007
2532,Dreev,Carlsen,2607,2714,E12,0-1,2007
2533,Shirov,Carlsen,2739,2714,B04,0-1,2007
2534,Carlsen,Morozevich,2714,2755,B10,0-1,2007
2535,Kramnik,Carlsen,2785,2714,A17,1-0,2007
2536,Carlsen,Leko,2714,2755,E12,½-½,2007
2537,Carlsen,Korotylev,2714,2600,E72,1-0,2007
2538,Carlsen,Grischuk,2714,2715,C84,0-1,2007
2539,Carlsen,Kamsky,2714,2714,B06,0-1,2007
2540,Savchenko,Carlsen,2583,2714,A29,0-1,2007
2541,Anand,Carlsen,2801,2714,B04,1-0,2007
2542,Carlsen,Kamsky,2714,2714,C88,½-½,2007
2543,Leko,Carlsen,2755,2714,C68,½-½,2007
2544,Carlsen,Gelfand,2714,2736,A20,½-½,2007
2545,Shirov,Carlsen,2739,2714,C83,1-0,2007
2546,Ivanchuk,Carlsen,2787,2714,B33,½-½,2007
2547,Carlsen,Mamedyarov,2714,2752,B09,½-½,2007
2548,Jakovenko,Carlsen,2710,2714,E20,0-1,2007
2549,Carlsen,Alekseev,2714,2716,D37,½-½,2007
2550,Kramnik,Carlsen,2785,2714,E05,½-½,2007
2551,Carlsen,Hracek,2698,2614,D58,1-0,2007
2552,Carlsen,Bacrot,2714,2695,C88,½-½,2007
2553,Stefansson,Carlsen,2574,2714,D43,0-1,2007
2554,Carlsen,Jones,2714,2327,B80,1-0,2007
2555,Shirov,Carlsen,2739,2714,B30,½-½,2007
2556,Topalov,Carlsen,2769,2714,E17,½-½,2007
2557,Carlsen,Topalov,2714,2769,E20,1-0,2007
2558,Polgar,Carlsen,2708,2714,C78,½-½,2007
2559,Carlsen,Polgar,2714,2708,A32,1-0,2007
2560,Carlsen,Karjakin,2714,2694,D47,0-1,2007
2561,Carlsen,Bu,2714,2692,B90,0-1,2007
2562,Bu,Carlsen,2692,2714,D12,½-½,2007
2563,Carlsen,Harikrishna,2714,2668,C09,1-0,2007
2564,Harikrishna,Carlsen,2668,2714,A22,½-½,2007
2565,Carlsen,Fressinet,2714,2654,C84,1-0,2007
2566,Carlsen,Cornette,2714,2494,E01,½-½,2007
2567,Carlsen,Almasi,2714,2691,E32,1-0,2007
2568,Carlsen,Ivanisevic,2714,2607,E04,0-1,2007
2569,Carlsen,Djukic,2714,2528,B31,1-0,2007
2570,Milov,Carlsen,2680,2714,A57,½-½,2007
2571,Haba,Carlsen,2525,2714,B04,½-½,2007
2572,Sutovsky,Carlsen,2655,2714,C65,½-½,2007
2573,Carlsen,Tiviakov,2714,2643,E17,1-0,2007
2574,Carlsen,Pruijssers,2714,2408,C95,1-0,2007
2575,Kulaots,Carlsen,2547,2714,C67,0-1,2007
2576,Kempinski,Carlsen,2590,2690,E15,½-½,2007
2577,Carlsen,Epishin,2710,2587,E16,1-0,2007
2578,Lie,Carlsen,2536,2710,C56,½-½,2007
2579,Burmakin,Carlsen,2581,2710,A13,0-1,2007
2580,Carlsen,Carlsen,2710,2089,D36,1-0,2007
2581,Agdestein,Carlsen,2582,2710,E15,½-½,2007
2582,Carlsen,Stubberud,2710,2231,E04,1-0,2007
2583,Larsen,Carlsen,2307,2710,C68,½-½,2007
2584,Carlsen,De Firmian,2710,2540,A32,1-0,2007
2585,Hagen,Carlsen,2034,2710,B91,½-½,2007
2586,Carlsen,Onischuk,2710,2650,E36,½-½,2007
2587,Onischuk,Carlsen,2650,2710,E15,½-½,2007
2588,Carlsen,Pelletier,2710,2591,E32,0-1,2007
2589,Grischuk,Carlsen,2726,2710,D30,½-½,2007
2590,Carlsen,Avrukh,2710,2645,B42,½-½,2007
2591,Polgar,Carlsen,2707,2710,C83,½-½,2007
2592,Carlsen,Radjabov,2710,2746,B07,1-0,2007
2593,Mamedyarov,Carlsen,2757,2693,D38,½-½,2007
2594,Carlsen,Gelfand,2693,2733,D11,½-½,2007
2595,Carlsen,Alekseev,2693,2679,E18,½-½,2007
2596,Naiditsch,Carlsen,2654,2693,C68,½-½,2007
2597,Carlsen,Anand,2693,2786,D12,½-½,2007
2598,Aronian,Carlsen,2759,2693,A58,½-½,2007
2599,Radjabov,Carlsen,2747,2693,E15,1-0,2007
2600,Carlsen,Radjabov,2693,2747,B33,1-0,2007
2601,Carlsen,Krasenkow,2693,2661,A90,1-0,2007
2602,Krush,Carlsen,2464,2693,E25,½-½,2007
2603,Carlsen,Portisch,2693,2512,E04,1-0,2007
2604,Rozentalis,Carlsen,2578,2693,B30,½-½,2007
2605,Carlsen,Dreev,2693,2633,B61,½-½,2007
2606,Jones,Carlsen,2518,2693,B45,0-1,2007
2607,Carlsen,Moskow,2693,2260,A33,1-0,2007
2608,Lie,Carlsen,2529,2693,B21,0-1,2007
2609,Kulaots,Carlsen,2525,2693,C54,½-½,2007
2610,Van Wely,Carlsen,2683,2690,E15,0-1,2007
2611,Carlsen,Van Wely,2690,2683,D47,½-½,2007
2612,Morozevich,Carlsen,2741,2690,E15,1-0,2007
2613,Carlsen,Morozevich,2690,2741,E11,1-0,2007
2614,Carlsen,Kramnik,2690,2766,C77,½-½,2007
2615,Kramnik,Carlsen,2766,2690,D44,1-0,2007
2616,Carlsen,Ivanchuk,2690,2750,E15,1-0,2007
2617,Ivanchuk,Carlsen,2750,2690,D15,½-½,2007
2618,Carlsen,Radjabov,2690,2729,C63,½-½,2007
2619,Radjabov,Carlsen,2729,2690,A56,½-½,2007
2620,Anand,Carlsen,2779,2690,B45,½-½,2007
2621,Carlsen,Anand,2690,2779,D46,½-½,2007
2622,Carlsen,Leko,2690,2749,E24,½-½,2007
2623,Aronian,Carlsen,2744,2690,A33,1-0,2007
2624,Carlsen,Aronian,2690,2744,E04,½-½,2007
2625,Svidler,Carlsen,2728,2690,C83,½-½,2007
2626,Carlsen,Svidler,2690,2728,A41,½-½,2007
2627,Vallejo Pons,Carlsen,2679,2690,E16,1-0,2007
2628,Carlsen,Vallejo Pons,2690,2679,E01,½-½,2007
2629,Gelfand,Carlsen,2733,2690,E15,½-½,2007
2630,Carlsen,Gelfand,2690,2733,D47,½-½,2007
2631,Svidler,Carlsen,2728,2690,B35,½-½,2007
2632,Carlsen,Leko,2690,2749,D45,½-½,2007
2633,Carlsen,Topalov,2690,2783,D45,1-0,2007
2634,Ivanchuk,Carlsen,2750,2690,A46,0-1,2007
2635,Carlsen,Anand,2690,2779,D47,0-1,2007
2636,Aronian,Carlsen,2744,2690,E04,½-½,2007
2637,Carlsen,Morozevich,2690,2741,E66,1-0,2007
2638,Leko,Carlsen,2749,2690,E15,1-0,2007
2639,Carlsen,Svidler,2690,2728,E60,½-½,2007
2640,Topalov,Carlsen,2783,2690,A30,½-½,2007
2641,Carlsen,Ivanchuk,2690,2750,D87,1-0,2007
2642,Anand,Carlsen,2779,2690,C96,1-0,2007
2643,Carlsen,Aronian,2690,2744,E15,½-½,2007
2644,Morozevich,Carlsen,2741,2690,C83,½-½,2007
2645,Carlsen,Van Wely,2690,2683,B90,½-½,2007
2646,Topalov,Carlsen,2783,2690,D38,1-0,2007
2647,Carlsen,Radjabov,2690,2729,B32,½-½,2007
2648,Kramnik,Carlsen,2766,2690,E04,½-½,2007
2649,Motylev,Carlsen,2647,2690,C48,½-½,2007
2650,Aronian,Carlsen,2744,2690,E15,½-½,2007
2651,Carlsen,Anand,2690,2779,B90,½-½,2007
2652,Carlsen,Navara,2690,2719,D87,0-1,2007
2653,Tiviakov,Carlsen,2667,2690,B22,½-½,2007
2654,Nielsen,Carlsen,2651,2690,A56,0-1,2007
2655,Carlsen,Nielsen,2690,2651,B90,1-0,2007
2656,Berg,Carlsen,2586,2690,B33,½-½,2007
2657,Pedersen,Carlsen,2439,2690,A59,1-0,2007
2658,Carlsen,Pedersen,2690,2439,B18,1-0,2007
2659,Nielsen,Carlsen,2651,2690,E18,½-½,2007
2660,Carlsen,Nielsen,2690,2651,C42,1-0,2007
2661,Carlsen,Berg,2690,2586,E20,1-0,2007
2662,Grischuk,Carlsen,2710,2698,D38,½-½,2006
2663,Carlsen,Ponomariov,2698,2703,E04,½-½,2006
2664,Carlsen,Leko,2698,2741,E20,½-½,2006
2665,Aronian,Carlsen,2741,2698,E15,1-0,2006
2666,Carlsen,Shirov,2698,2720,C42,½-½,2006
2667,Svidler,Carlsen,2750,2698,C95,½-½,2006
2668,Carlsen,Mamedyarov,2698,2728,B46,½-½,2006
2669,Morozevich,Carlsen,2747,2698,B33,½-½,2006
2670,Carlsen,Gelfand,2698,2733,D17,0-1,2006
2671,Carlsen,Fressinet,2698,2640,C82,1-0,2006
2672,Fressinet,Carlsen,2640,2698,B50,0-1,2006
2673,Carlsen,Skripchenko,2698,2427,B48,½-½,2006
2674,Bacrot,Carlsen,2705,2698,D38,½-½,2006
2675,Carlsen,Vachier Lagrave,2698,2579,B48,1-0,2006
2676,Koneru,Carlsen,2545,2698,D38,½-½,2006
2677,Zhao,Carlsen,2467,2698,E12,0-1,2006
2678,Carlsen,Volokitin,2698,2645,E61,½-½,2006
2679,Karpov,Carlsen,2668,2698,A39,½-½,2006
2680,Karjakin,Carlsen,2672,2698,B33,½-½,2006
2681,Carlsen,Karjakin,2698,2672,B90,0-1,2006
2682,Agdestein,Carlsen,2575,2675,A31,½-½,2006
2683,Carlsen,Agdestein,2675,2575,D27,½-½,2006
2684,Carlsen,Gagunashvili,2675,2591,B48,0-1,2006
2685,Carlsen,Gurevich,2675,2507,B60,1-0,2006
2686,Carlsen,Erenburg,2675,2585,C42,0-1,2006
2687,Carlsen,Livshits,2675,2406,B35,1-0,2006
2688,Carlsen,Zoler,2675,2455,B90,½-½,2006
2689,Carlsen,Polgar,2675,2710,A45,1-0,2006
2690,Grischuk,Carlsen,2709,2675,B30,1-0,2006
2691,Gelfand,Carlsen,2729,2675,A39,1-0,2006
2692,Smirin,Carlsen,2659,2675,C90,½-½,2006
2693,Svidler,Carlsen,2742,2675,C88,1-0,2006
2694,Radjabov,Carlsen,2728,2675,D38,0-1,2006
2695,Bacrot,Carlsen,2707,2675,A58,0-1,2006
2696,Roiz,Carlsen,2611,2675,E62,½-½,2006
2697,Carlsen,Anand,2675,2779,C84,½-½,2006
2698,Carlsen,Sutovsky,2675,2607,B93,½-½,2006
2699,Svidler,Carlsen,2742,2675,B30,1-0,2006
2700,Carlsen,Svidler,2675,2742,C77,½-½,2006
2701,Andersson,Carlsen,2542,2675,A39,½-½,2006
2702,Carlsen,Beliavsky,2675,2625,C77,0-1,2006
2703,Jussupow,Carlsen,2617,2675,E55,0-1,2006
2704,Carlsen,Nunn,2675,2617,B90,1-0,2006
2705,Ljubojevic,Carlsen,2551,2675,A58,½-½,2006
2706,Carlsen,Andersson,2675,2542,C10,1-0,2006
2707,Beliavsky,Carlsen,2625,2675,E55,½-½,2006
2708,Carlsen,Jussupow,2675,2617,C09,½-½,2006
2709,Nunn,Carlsen,2617,2675,B30,0-1,2006
2710,Carlsen,Ljubojevic,2675,2551,C11,½-½,2006
2711,Radjabov,Carlsen,2728,2675,A58,½-½,2006
2712,Pelletier,Carlsen,2583,2675,E15,0-1,2006
2713,Ostenstad,Carlsen,2480,2673,A20,1-0,2006
2714,Djurhuus,Carlsen,2462,2673,D00,0-1,2006
2715,Carlsen,Agdestein,2673,2575,C18,1-0,2006
2716,Sahl,Carlsen,2364,2673,B33,0-1,2006
2717,Carlsen,Bae,2673,2284,B17,1-0,2006
2718,Carlsen,Lie,2673,2536,B35,1-0,2006
2719,Ostmoe,Carlsen,2356,2673,E15,½-½,2006
2720,Johannessen,Carlsen,2555,2673,E36,½-½,2006
2721,Carlsen,Stokke,2673,2303,E94,1-0,2006
2722,Carlsen,Bruzon Batista,2675,2667,C77,1-0,2006
2723,Carlsen,Shipov,2646,2576,C08,0-1,2006
2724,Rozentalis,Carlsen,2596,2646,C68,½-½,2006
2725,Carlsen,Krasenkow,2646,2650,C83,½-½,2006
2726,Johannessen,Carlsen,2559,2646,A58,0-1,2006
2727,Carlsen,Dworakowska,2646,2364,B91,1-0,2006
2728,Andreassen,Carlsen,2141,2646,E15,0-1,2006
2729,Carlsen,Hobber,2646,1926,C10,1-0,2006
2730,Hoen,Carlsen,2291,2646,B43,0-1,2006
2731,Hansen,Carlsen,2319,2646,C95,0-1,2006
2732,Carlsen,Leer Salvesen,2646,2372,E09,1-0,2006
2733,Stokke,Carlsen,2302,2646,B20,0-1,2006
2734,Carlsen,Hammer,2646,2287,A17,1-0,2006
2735,Gullaksen,Carlsen,2380,2646,B30,0-1,2006
2736,Carlsen,Radjabov,2646,2717,B54,½-½,2006
2737,Ghaem Maghami,Carlsen,2584,2646,A28,½-½,2006
2738,Macieja,Carlsen,2584,2646,E15,½-½,2006
2739,Carlsen,Adams,2646,2720,E20,1-0,2006
2740,Carlsen,Prasca Sosa,2646,2448,C11,1-0,2006
2741,Carlsen,Predojevic,2646,2566,C83,½-½,2006
2742,Naiditsch,Carlsen,2664,2646,C68,½-½,2006
2743,Sasikiran,Carlsen,2692,2646,E37,½-½,2006
2744,Carlsen,Nisipeanu,2646,2695,B65,½-½,2006
2745,Malakhov,Carlsen,2691,2646,B33,½-½,2006
2746,Predojevic,Carlsen,2566,2646,B67,0-1,2006
2747,Carlsen,Naiditsch,2646,2664,A34,½-½,2006
2748,Carlsen,Sasikiran,2646,2692,E12,½-½,2006
2749,Nisipeanu,Carlsen,2695,2646,B35,½-½,2006
2750,Carlsen,Malakhov,2646,2691,B35,½-½,2006
2751,Kamsky,Carlsen,2671,2646,C83,½-½,2006
